sales_id,created_at,quantity,gross_sales,discount,tax,net_sales,product_id,customer_id
56,2016-12-02T15:04:45.937+07:00,1,81.74684131140667,0.0,8.174684131140667,73.572157180266003,109,10
57,2020-02-05T10:28:52.924+07:00,1,25.696972734467078,0.0,2.569697273446708,23.127275461020370,42,10
58,2019-03-09T08:05:15.721+07:00,1,45.22016568510476,0.0,4.522016568510476,40.698149116594284,91,10
59,2019-04-12T01:53:36.645+07:00,1,57.68531085088922,0.0,5.768531085088923,51.916779765800297,71,10
60,2018-07-10T10:17:28.857+07:00,2,172.20205703400796,0.0,17.220205703400797,154.981851330607163,92,10
61,2019-09-23T18:07:08.376+07:00,3,275.02720663057795,0.0,27.502720663057797,247.524485967520153,11,10
62,2018-10-14T02:02:04.952+07:00,6,307.9714107522667,0.0,30.797141075226673,277.174269677040027,198,10
63,2018-04-15T02:47:06.649+07:00,3,157.79250937180234,0.0,15.779250937180235,142.013258434622105,58,10
64,2019-02-23T23:13:35.97+07:00,2,95.37976519846826,0.0,9.537976519846827,85.841788678621433,65,10
65,2018-09-15T06:33:17.679+07:00,5,152.49621884377063,0.0,15.249621884377063,137.246596959393567,53,10
66,2018-03-31T03:03:22.716+07:00,1,27.301668820586546,3.4447251023245924,2.385694371826195,21.4712493464357586,15,10
67,2018-05-30T12:01:21.334+07:00,5,166.46501620604073,7.80684729448388,15.865816891155687,142.792352020401163,152,10
68,2019-05-28T21:47:23.973+07:00,5,245.74734703785467,0.0,24.574734703785467,221.172612334069203,25,12
69,2019-06-28T21:19:18.995+07:00,8,313.9596623088118,0.0,31.395966230881182,282.563696077930618,183,12
70,2019-11-21T18:21:36.739+07:00,3,67.59632665151159,0.0,6.759632665151159,60.836693986360431,22,12
71,2017-09-01T18:51:46.788+07:00,4,137.65542480773556,0.0,13.765542480773556,123.889882326962004,161,12
72,2017-07-18T17:51:55.733+07:00,5,407.35116445840237,0.0,40.73511644584024,366.61604801256213,13,12
73,2019-08-18T09:49:20.543+07:00,7,495.12036092613897,0.0,49.5120360926139,445.60832483352507,122,12
74,2020-02-20T07:36:30.807+07:00,1,55.693348006606215,1.8457579767720553,5.384759002983416,48.4628310268507437,154,12
75,2017-04-11T06:33:10.082+07:00,2,156.87284435307674,0.0,15.687284435307674,141.185559917769066,13,12
76,2016-12-20T02:40:17.782+07:00,2,53.41832987043957,0.0,5.341832987043958,48.076496883395612,185,15
77,2019-09-28T04:32:36.824+07:00,4,265.6832109479721,0.0,26.568321094797213,239.114889853174887,86,15
78,2018-05-02T22:42:21.755+07:00,5,134.2706398307216,0.0,13.42706398307216,120.84357584764944,165,15
79,2018-04-25T22:55:31.477+07:00,4,365.682644050172,0.0,36.568264405017196,329.114379645154804,49,15
1280,2020-03-26T02:21:17.073+07:00,0,0.0,0.0,0.0,0.0,14,169
80,2019-04-15T21:49:30.838+07:00,4,155.54823907892245,0.0,15.554823907892246,139.993415171030204,85,15
81,2019-10-29T10:41:26.912+07:00,4,390.95209875441475,6.012432951799443,38.493966580261535,346.445699222353772,157,15
82,2018-01-03T16:10:59.771+07:00,2,57.053674810283155,0.0,5.705367481028316,51.348307329254839,78,16
83,2018-04-29T01:48:34.862+07:00,3,126.55167385679763,6.012432951799443,12.05392409049982,108.485316814498367,169,16
84,2019-12-26T21:29:19.631+07:00,2,77.34207659253043,0.0,7.734207659253044,69.607868933277386,183,16
85,2019-06-05T15:15:20.979+07:00,6,462.9821977575241,0.0,46.298219775752415,416.683977981771685,104,16
86,2016-06-08T17:56:25.212+07:00,6,278.2223608489572,0.0,27.82223608489572,250.40012476406148,147,16
87,2019-05-06T08:41:27.086+07:00,3,171.21267473942314,0.0,17.121267473942314,154.091407265480826,17,16
88,2019-08-10T08:39:40.313+07:00,7,186.0484097918897,0.0,18.60484097918897,167.44356881270073,14,16
89,2016-08-28T23:44:40.361+07:00,7,597.4820886966116,0.0,59.74820886966117,537.73387982695043,90,16
90,2016-12-29T15:29:20.559+07:00,1,84.17160139094442,0.0,8.417160139094442,75.754441251849978,87,16
91,2019-02-18T19:57:11.124+07:00,2,54.55529179511152,0.0,5.455529179511153,49.099762615600367,185,17
92,2017-03-26T15:45:35.004+07:00,1,45.90998176180314,0.0,4.590998176180314,41.318983585622826,147,17
93,2017-06-18T18:15:50.035+07:00,4,108.9441410123613,0.0,10.89441410123613,98.04972691112517,15,17
94,2019-08-01T07:15:06.426+07:00,4,334.31504082513567,0.0,33.43150408251357,300.88353674262210,172,17
95,2017-09-12T22:12:48.01+07:00,4,180.60342118490854,0.0,18.060342118490855,162.543079066417685,76,17
96,2018-09-27T06:27:09.597+07:00,4,190.52586125299447,0.0,19.05258612529945,171.47327512769502,140,17
97,2019-07-01T08:51:26.871+07:00,4,149.82929925718759,0.0,14.982929925718759,134.846369331468831,110,17
98,2020-04-06T07:45:35.91+07:00,3,141.19095052066953,0.0,14.119095052066953,127.071855468602577,26,17
99,2019-12-23T16:54:13.302+07:00,1,82.6449919521837,0.0,8.26449919521837,74.38049275696533,199,17
100,2017-03-29T05:58:05.087+07:00,0,0.0,0.0,0.0,0.0,84,17
101,2018-09-14T13:42:41.636+07:00,3,128.9531238738215,5.053907611508057,12.389921626231347,111.509294636082096,30,17
102,2017-12-02T11:32:23.123+07:00,2,68.38340667859961,0.0,6.838340667859962,61.545066010739648,95,17
103,2019-09-16T01:30:40.798+07:00,5,427.41614674115203,0.0,42.741614674115205,384.674532067036825,172,17
104,2020-02-16T01:57:49.869+07:00,2,164.15676870481607,0.0,16.415676870481608,147.741091834334462,23,17
105,2018-03-01T07:41:52.08+07:00,1,39.018649391931476,0.0,3.901864939193148,35.116784452738328,118,17
106,2019-06-16T14:59:05.594+07:00,4,385.3173799562111,0.0,38.531737995621114,346.785641960589986,158,17
107,2017-05-08T06:40:43.989+07:00,3,247.4276884501005,0.0,24.74276884501005,222.68491960509045,12,17
108,2017-12-01T13:15:20.772+07:00,18,1677.4346316118815,0.0,167.74346316118817,1509.69116845069333,127,17
109,2019-09-14T13:23:32.909+07:00,3,249.18677592717984,0.0,24.918677592717984,224.268098334461856,172,17
110,2017-05-13T05:58:40.931+07:00,4,132.00487609242683,0.0,13.200487609242684,118.804388483184146,102,17
111,2020-04-19T15:27:25.536+07:00,3,76.59105284749633,0.0,7.659105284749633,68.931947562746697,56,17
112,2018-06-12T11:48:40.715+07:00,7,367.88959410461416,0.0,36.788959410461416,331.100634694152744,115,17
113,2019-09-02T05:01:35.536+07:00,5,285.1494861567476,0.0,28.514948615674765,256.634537541072835,182,17
114,2019-12-08T23:20:25.477+07:00,2,69.2346140194327,0.0,6.92346140194327,62.31115261748943,108,17
115,2017-08-30T13:13:52.097+07:00,6,560.7934050798333,0.0,56.07934050798333,504.71406457184997,191,18
116,2019-01-02T01:48:23.343+07:00,2,58.80788742590495,0.0,5.880788742590496,52.927098683314454,67,18
117,2018-02-26T09:43:13.292+07:00,2,186.6361678913709,0.0,18.66361678913709,167.97255110223381,49,18
118,2018-12-18T11:49:24.384+07:00,29,1618.5554730819908,0.0,161.8555473081991,1456.6999257737917,37,18
119,2020-03-27T06:06:05.388+07:00,1,47.30440710718517,0.0,4.730440710718518,42.573966396466652,198,18
120,2017-03-30T04:28:18.971+07:00,1,58.82637889055334,0.0,5.882637889055335,52.943741001498005,84,18
121,2018-02-03T12:48:55.511+07:00,1,43.765228072234315,5.66093399511347,3.810429407712085,34.293864669408760,144,18
122,2019-01-01T03:08:35.474+07:00,2,91.23096959369914,0.0,9.123096959369915,82.107872634329225,41,18
123,2017-11-20T00:22:48.891+07:00,3,243.9021332747945,0.0,24.39021332747945,219.51191994731505,131,18
124,2017-06-13T19:29:10.438+07:00,5,235.52150915232386,0.0,23.55215091523239,211.96935823709147,26,18
125,2018-07-18T08:04:09.876+07:00,4,419.4525264472553,0.0,41.945252644725535,377.507273802529765,129,19
126,2019-07-25T07:26:35.948+07:00,4,191.06571252363221,0.5557909425521395,19.05099215810801,171.4589294229720605,149,19
127,2019-08-27T08:20:16.006+07:00,4,192.58804348753063,0.0,19.258804348753063,173.329239138777567,25,20
128,2018-05-29T08:45:46.631+07:00,3,91.42784982478787,0.0,9.142784982478787,82.285064842309083,134,20
129,2019-04-27T05:49:56.26+07:00,3,232.67589504923492,0.0,23.267589504923492,209.408305544311428,12,20
130,2017-05-13T22:57:14.22+07:00,3,142.7675480078913,5.0557909425521395,13.771175706533917,123.9405813588052435,100,20
131,2020-02-06T05:42:57.243+07:00,6,470.9551246606683,0.0,47.09551246606683,423.85961219460147,39,20
132,2018-07-22T10:39:51.084+07:00,2,64.78488921711363,0.0,6.478488921711364,58.306400295402266,161,20
133,2016-10-25T18:08:11.678+07:00,4,353.84487463436557,5.868463780972647,34.79764108533929,313.178769768053633,36,20
134,2020-02-28T20:48:53.779+07:00,1,81.55528967619003,0.0,8.155528967619004,73.399760708571026,87,20
135,2018-01-04T21:19:57.077+07:00,1,56.663406885946266,0.0,5.666340688594627,50.997066197351639,120,21
136,2018-11-22T05:12:37.307+07:00,2,155.50936392306804,0.0,15.550936392306804,139.958427530761236,116,21
137,2017-02-25T14:42:53.951+07:00,1,90.7710670482053,0.0,9.07710670482053,81.69396034338477,126,21
138,2018-03-26T08:51:23.046+07:00,1,92.52989833177878,0.0,9.252989833177878,83.276908498600902,62,21
139,2017-08-01T03:42:22.614+07:00,3,153.99621991683566,0.0,15.399621991683567,138.596597925152093,128,21
140,2017-08-25T17:54:07.427+07:00,6,482.7672503362713,0.0,48.27672503362713,434.49052530264417,4,21
141,2019-06-21T22:05:41.233+07:00,5,432.1981118218643,0.0,43.21981118218643,388.97830063967787,132,22
142,2018-01-31T02:26:07.656+07:00,2,168.49123662957078,0.0,16.84912366295708,151.64211296661370,57,22
143,2018-04-06T03:31:27.13+07:00,2,160.02181416955645,2.0958774529271,15.792593671662935,142.133343044966415,24,22
144,2016-12-11T23:41:35.4+07:00,1,27.018280133099395,0.0,2.7018280133099397,24.3164521197894553,15,22
145,2017-03-18T14:40:09.855+07:00,1,59.55165611148879,0.0,5.955165611148879,53.596490500339911,120,22
146,2017-09-30T02:13:15.649+07:00,6,377.1611429735975,0.0,37.71611429735975,339.44502867623775,189,22
147,2019-05-24T22:36:17.532+07:00,4,239.06957849213376,0.0,23.906957849213377,215.162620642920383,71,22
148,2019-01-26T21:21:47.436+07:00,1,36.75332870710921,0.0,3.675332870710921,33.077995836398289,106,22
149,2020-01-26T02:05:08.521+07:00,2,155.10633771714214,0.0,15.510633771714215,139.595703945427925,199,22
150,2018-11-06T21:12:49.73+07:00,3,232.57561411670926,0.0,23.257561411670927,209.318052705038333,104,22
151,2019-12-19T14:14:30.039+07:00,1,30.290372183086504,0.0,3.0290372183086505,27.2613349647778535,78,22
152,2018-04-29T06:03:07.994+07:00,3,50.40675842246578,0.0,5.0406758422465785,45.3660825802192015,61,22
153,2018-11-28T22:57:37.123+07:00,3,270.29780065133286,0.0,27.029780065133288,243.268020586199572,29,23
154,2019-12-25T17:11:36.131+07:00,1,55.374077194524986,0.0,5.537407719452499,49.836669475072487,83,23
155,2018-04-06T16:28:38.984+07:00,2,86.56793634734711,0.0,8.656793634734711,77.911142712612399,21,23
156,2020-03-12T08:55:46.721+07:00,1,63.80877015668371,0.0,6.380877015668371,57.427893141015339,189,23
157,2019-01-15T01:54:49.071+07:00,2,142.25379200527667,0.0,14.225379200527668,128.028412804749002,104,23
158,2019-08-18T08:58:34.25+07:00,9,272.606846165729,0.0,27.260684616572902,245.346161549156098,78,23
159,2018-02-01T06:55:52.385+07:00,3,162.58533954069873,0.0,16.258533954069872,146.326805586628858,114,23
160,2018-03-02T06:52:38.76+07:00,1,27.684209876289476,0.0,2.768420987628948,24.915788888660528,165,23
161,2020-04-04T11:31:57.111+07:00,2,171.16962037114595,3.19027473484536,16.79793456363006,151.18141107267053,29,24
162,2019-05-26T21:41:31.227+07:00,3,266.5484264224133,3.19027473484536,26.335815168756792,237.022336518811148,126,24
163,2018-04-07T09:25:01.256+07:00,3,272.8639182835879,0.0,27.28639182835879,245.57752645522911,75,24
164,2018-10-22T16:59:09.117+07:00,7,233.83225693789157,0.0,23.383225693789157,210.449031244102413,33,24
165,2019-08-14T19:35:14.039+07:00,7,227.67478309850532,0.0,22.76747830985053,204.90730478865479,10,24
166,2019-07-19T20:10:13.348+07:00,5,314.7667002622379,0.0,31.476670026223793,283.290030236014107,151,24
167,2019-11-16T01:06:11.298+07:00,3,156.3786163402139,0.0,15.637861634021391,140.740754706192509,200,24
168,2018-04-15T05:05:46.715+07:00,2,144.21340072689816,0.0,14.421340072689816,129.792060654208344,186,24
169,2019-08-14T03:36:50.982+07:00,5,240.41627352882864,0.0,24.041627352882866,216.374646175945774,73,24
170,2019-08-03T15:33:03.555+07:00,7,284.53414861505735,0.0,28.453414861505735,256.080733753551615,118,24
171,2020-04-02T00:48:42.785+07:00,3,164.73307787975332,3.079716237586482,16.165336164216683,145.488025477950155,58,29
172,2020-02-17T19:53:40.048+07:00,2,68.82649023971939,0.0,6.88264902397194,61.94384121574745,152,29
173,2018-10-23T01:56:58.539+07:00,7,307.57929235404373,0.0,30.757929235404376,276.821363118639354,91,29
174,2020-04-09T19:03:00.755+07:00,3,268.38943242527904,3.079716237586482,26.530971618769257,238.778744568923301,190,29
175,2019-01-30T17:19:21.084+07:00,2,105.77881829632908,0.0,10.577881829632908,95.200936466696172,58,29
176,2018-10-16T08:03:54.433+07:00,7,397.7197720519048,0.0,39.77197720519048,357.94779484671432,154,29
177,2019-06-13T11:34:32.336+07:00,6,339.8681627016247,0.0,33.98681627016247,305.88134643146223,154,30
178,2019-05-27T12:53:31.905+07:00,5,279.92998204610814,0.0,27.992998204610814,251.936983841497326,37,30
179,2019-07-21T22:27:05.546+07:00,6,509.8241668195921,0.0,50.982416681959215,458.841750137632885,75,32
180,2019-02-25T11:03:09.148+07:00,2,172.19526072513767,0.0,17.21952607251377,154.97573465262390,75,32
181,2017-07-05T18:32:31.092+07:00,6,218.44805843470752,0.0,21.844805843470752,196.603252591236768,93,32
182,2020-03-26T06:01:34.064+07:00,1,40.052221892350595,0.0,4.0052221892350595,36.0469997031155355,176,32
183,2018-08-25T21:09:48.528+07:00,8,668.2012555618367,0.0,66.82012555618367,601.38113000565303,87,32
184,2018-03-29T08:29:18.948+07:00,1,55.885792734538335,0.0,5.588579273453834,50.297213461084501,84,32
185,2018-06-09T03:22:55.203+07:00,8,252.32162259168874,0.0,25.232162259168874,227.089460332519866,103,33
186,2018-12-24T04:15:46.547+07:00,2,68.7461107278488,0.0,6.87461107278488,61.87149965506392,108,33
187,2019-07-18T07:58:53.862+07:00,5,282.8017551892077,0.0,28.28017551892077,254.52157967028693,17,34
188,2019-04-26T07:15:50.792+07:00,4,257.7802937105428,3.5425360139832858,25.423775769655954,228.8139819269035602,86,34
189,2019-10-16T22:52:56.344+07:00,7,251.78791060284055,0.0,25.178791060284055,226.609119542556495,74,34
190,2019-12-16T23:03:36.571+07:00,2,90.9301285250111,0.0,9.09301285250111,81.83711567250999,54,34
191,2019-11-22T09:47:01.23+07:00,2,46.575266543777424,0.0,4.657526654377743,41.917739889399681,22,34
192,2019-04-02T09:37:15.382+07:00,3,219.78776016910683,0.0,21.978776016910686,197.808984152196144,170,34
193,2019-04-07T01:49:46.481+07:00,3,83.46745027976564,4.259459768405729,7.920799051135991,71.287191460223920,166,34
194,2018-01-29T03:48:50.015+07:00,2,85.32209395429881,8.759459768405728,7.656263418589308,68.906370767303774,89,34
195,2016-06-12T07:42:35.099+07:00,9,712.8016099466287,0.0,71.28016099466286,641.52144895196584,45,34
196,2017-11-05T18:07:50.232+07:00,3,89.89029157019884,0.0,8.989029157019884,80.901262413178956,79,35
197,2019-09-30T19:06:29.945+07:00,4,145.55186264349234,0.0,14.555186264349235,130.996676379143105,108,35
198,2019-08-24T08:13:01.005+07:00,6,247.06773512831296,0.0,24.706773512831298,222.360961615481662,143,35
199,2019-05-08T15:36:37.424+07:00,4,273.58936055232937,0.0,27.358936055232938,246.230424497096432,186,35
200,2018-06-30T11:17:27.188+07:00,5,451.55557268640547,0.0,45.15555726864055,406.40001541776492,75,35
201,2018-03-31T03:23:19.326+07:00,1,100.65122420378917,0.0,10.065122420378918,90.586101783410252,72,36
202,2018-01-25T23:05:23.868+07:00,2,40.8142016009151,0.0,4.08142016009151,36.73278144082359,60,36
203,2017-08-18T01:17:48.717+07:00,6,452.81651620876227,0.0,45.28165162087623,407.53486458788604,171,36
204,2019-05-03T09:44:34.94+07:00,4,246.42596667334618,0.0,24.64259666733462,221.78337000601156,151,36
205,2018-12-23T13:21:19.583+07:00,2,169.9087331304576,0.0,16.99087331304576,152.91785981741184,141,36
206,2018-06-22T13:02:43.7+07:00,7,343.1339235438214,0.0,34.313392354382145,308.820531189439255,25,36
207,2019-03-07T16:51:21.283+07:00,1,35.31328920272174,0.0,3.5313289202721743,31.7819602824495657,106,36
208,2018-08-29T13:33:29.708+07:00,6,481.9149784823076,0.0,48.19149784823077,433.72348063407683,138,36
209,2019-01-05T07:03:51.181+07:00,2,128.64338969396346,0.0,12.864338969396346,115.779050724567114,189,36
210,2017-05-13T22:57:41.168+07:00,6,502.46455995883156,0.0,50.24645599588316,452.21810396294840,46,37
211,2019-11-09T08:30:22.135+07:00,4,325.60330241208186,0.0,32.560330241208185,293.042972170873675,178,37
212,2017-10-22T08:27:38.969+07:00,6,244.1682451028574,0.0,24.416824510285743,219.751420592571657,111,37
213,2017-08-01T00:23:30.923+07:00,4,356.369871158881,0.0,35.6369871158881,320.7328840429929,150,37
214,2020-02-11T03:43:35.065+07:00,1,65.4250419671035,0.0,6.54250419671035,58.88253777039315,86,37
215,2017-03-17T14:57:12.81+07:00,1,69.74142234619306,0.0,6.974142234619307,62.767280111573753,186,37
216,2017-10-12T10:02:41.08+07:00,5,321.47675125238146,0.0,32.147675125238145,289.329076127143315,86,37
217,2017-04-08T14:32:20.298+07:00,2,92.70140802206035,0.0,9.270140802206035,83.431267219854315,99,37
218,2019-03-20T21:58:21.465+07:00,1,28.991183452827595,0.0,2.89911834528276,26.092065107544835,134,37
219,2017-05-15T21:46:08.296+07:00,2,159.6465046960445,0.0,15.96465046960445,143.68185422644005,199,37
220,2018-08-26T09:21:12.08+07:00,6,452.53546306054534,0.0,45.25354630605454,407.28191675449080,97,37
221,2020-02-18T15:30:53.428+07:00,1,102.80551937598872,0.0,10.280551937598872,92.524967438389848,129,37
222,2019-03-20T01:21:54.714+07:00,1,48.42600782500323,2.474830569494801,4.5951177255508435,41.3560595299575855,99,37
223,2018-03-06T18:47:28.486+07:00,1,54.71540503566118,0.0,5.471540503566118,49.243864532095062,128,37
224,2017-08-16T21:56:15.036+07:00,8,660.0168777445906,0.0,66.00168777445906,594.01518997013154,116,37
225,2018-11-12T04:14:13.9+07:00,3,173.83776470595,3.198500801146498,17.06392639048035,153.575337514323152,84,38
226,2019-12-15T11:22:52.471+07:00,2,116.91149188496524,0.0,11.691149188496524,105.220342696468716,47,38
227,2018-06-17T02:38:44.027+07:00,6,546.0439216633398,0.0,54.60439216633398,491.43952949700582,66,38
228,2017-04-17T22:21:09.465+07:00,3,173.65124813506085,0.0,17.365124813506085,156.286123321554765,182,38
229,2017-12-26T14:29:57.856+07:00,2,70.79102846900042,0.0,7.079102846900042,63.711925622100378,152,38
230,2020-01-29T10:39:20.564+07:00,2,158.52402724719053,0.0,15.852402724719054,142.671624522471476,4,39
231,2019-03-22T08:41:44.859+07:00,1,68.85215371816831,0.0,6.885215371816831,61.966938346351479,167,39
232,2018-11-13T06:45:17.492+07:00,2,73.89744253160627,7.854199191704607,6.604324333990167,59.438919005911496,74,39
233,2018-08-02T13:00:12.491+07:00,5,303.91441412069673,0.0,30.391441412069675,273.522972708627055,182,39
234,2018-11-14T04:41:19.636+07:00,2,101.71168936733412,0.0,10.171168936733412,91.540520430600708,34,39
235,2020-01-03T11:15:50.232+07:00,1,37.05708529111056,0.0,3.7057085291110563,33.3513767619995037,3,39
236,2019-06-15T12:15:43.062+07:00,6,172.00147688708043,0.0,17.200147688708043,154.801329198372387,79,39
237,2017-11-20T05:58:11.972+07:00,3,211.14130027419884,0.0,21.114130027419886,190.027170246778954,52,39
238,2017-12-22T10:09:50.175+07:00,2,125.55587322862782,0.0,12.555587322862783,113.000285905765037,9,40
239,2019-11-25T17:24:01.591+07:00,4,334.1662854266871,0.0,33.41662854266871,300.74965688401839,138,40
240,2018-01-24T10:27:21.346+07:00,2,184.6460132438956,0.0,18.46460132438956,166.18141191950604,62,40
241,2017-10-05T10:52:29.098+07:00,7,551.8664354679668,0.0,55.18664354679668,496.67979192117012,175,40
242,2017-05-03T12:44:12.07+07:00,4,363.5758843046995,0.0,36.35758843046995,327.21829587422955,49,40
243,2019-10-16T17:09:52.916+07:00,4,148.80073861830044,0.0,14.880073861830045,133.920664756470395,117,40
244,2018-08-30T13:58:11.546+07:00,7,245.09717579870875,0.0,24.509717579870877,220.587458218837873,152,40
245,2019-10-21T23:56:04.968+07:00,7,382.06258197126624,0.0,38.20625819712662,343.85632377413962,130,40
246,2017-12-14T02:28:29.469+07:00,3,266.3854649979575,3.43488602803831,26.29505789699192,236.65552107292727,75,40
247,2019-08-04T21:14:32.044+07:00,9,683.3055802656733,0.0,68.33055802656733,614.97502223910597,88,40
248,2018-11-09T12:47:19.047+07:00,4,224.873526345147,0.0,22.487352634514703,202.386173710632297,18,40
249,2019-10-04T03:34:21.626+07:00,7,241.10963721698198,0.0,24.110963721698198,216.998673495283782,107,40
